,custom_points,matchup_id,players,players_points,points,roster_id,starters,starters_points,week
0,,2,"['BAL', '8138', '7606', '7066', '6083', '5872', '5849', '5022', '4951', '4950', '4663', '4137', '3664', '2197']","{'BAL': 13.0, '8138': -2.8, '7606': 2.3, '7066': 2.9, '6083': 6.0, '5872': 10.6, '5849': 20.62, '5022': 7.5, '4951': 13.2, '4950': 14.7, '4663': 9.2, '4137': 13.0, '3664': 6.3, '2197': 11.7}",106.32,1,"['5849', '4663', '4137', '5872', '2197', '5022', '4950', '6083', 'BAL']","[20.62, 9.2, 13.0, 10.6, 11.7, 7.5, 14.7, 6.0, 13.0]",1
1,,7,"['DAL', '8126', '8119', '7600', '7543', '6904', '5955', '5937', '5890', '5347', '4866', '4602', '391', '2449']","{'DAL': 5.0, '8126': 1.0, '8119': 16.5, '7600': 10.0, '7543': 6.5, '6904': 24.72, '5955': 2.6, '5937': 8.0, '5890': 6.8, '5347': 7.4, '4866': 29.4, '4602': 5.1, '391': 14.0, '2449': 22.2}",122.42,2,"['6904', '4866', '7543', '2449', '5937', '7600', '5955', '391', 'DAL']","[24.72, 29.4, 6.5, 22.2, 8.0, 10.0, 2.6, 14.0, 5.0]",1
2,,6,"['NE', '8153', '8129', '8121', '7525', '7523', '6806', '6790', '6130', '5012', '4983', '4040', '3678', '2306']","{'NE': 6.0, '8153': 0.0, '8129': 4.4, '8121': 6.8, '7525': 0.0, '7523': 14.4, '6806': 0.0, '6790': 25.0, '6130': 7.2, '5012': 7.7, '4983': 6.5, '4040': 6.9, '3678': 9.0, '2306': 21.66}",79.9,3,"['7523', '6790', '8129', '4983', '7525', '5012', '4040', '3678', 'NE']","[14.4, 25.0, 4.4, 6.5, 0.0, 7.7, 6.9, 9.0, 6.0]",1
3,,5,"['TB', '8112', '7553', '7090', '6828', '5110', '4199', '4149', '4068', '3294', '3225', '2431', '2133', '17']","{'TB': 13.0, '8112': 9.9, '7553': 2.9, '7090': 1.3, '6828': 17.6, '5110': 2.3, '4199': 9.1, '4149': 15.5, '4068': 2.0, '3294': 5.46, '3225': 11.3, '2431': 0.1, '2133': 25.1, '17': 1.0}",86.06,4,"['3294', '4199', '6828', '2133', '4068', '7553', '8112', '17', 'TB']","[5.46, 9.1, 17.6, 25.1, 2.0, 2.9, 9.9, 1.0, 13.0]",1
4,,5,"['BUF', '8205', '8154', '8139', '7526', '5906', '5846', '5086', '4046', '3214', '3198', '3164', '24', '1264']","{'BUF': 17.0, '8205': 11.2, '8154': 0.0, '8139': 0.0, '7526': 15.7, '5906': 1.0, '5846': 4.1, '5086': 6.1, '4046': 33.9, '3214': 3.0, '3198': 7.2, '3164': 5.4, '24': 12.28, '1264': 6.0}",96.4,5,"['4046', '3198', '3164', '7526', '5846', '5906', '5086', '1264', 'BUF']","[33.9, 7.2, 5.4, 15.7, 4.1, 1.0, 6.1, 6.0, 17.0]",1
5,,1,"['DEN', '8144', '7528', '5917', '5892', '4881', '3202', '3199', '2216', '1825', '1535', '1433', '1339', '1166']","{'DEN': 8.0, '8144': 7.6, '7528': 9.6, '5917': 9.1, '5892': 6.5, '4881': 21.22, '3202': 1.1, '3199': 20.2, '2216': 15.6, '1825': 14.9, '1535': 21.1, '1433': 10.0, '1339': 10.4, '1166': 19.08}",122.62,6,"['4881', '7528', '5892', '2216', '3199', '1339', '1535', '1433', 'DEN']","[21.22, 9.6, 6.5, 15.6, 20.2, 10.4, 21.1, 10.0, 8.0]",1
6,,3,"['NO', '8168', '8167', '8136', '7610', '7596', '6819', '6151', '5848', '5045', '4666', '4035', '2028', '1466']","{'NO': 8.0, '8168': 3.5, '8167': 5.1, '8136': 3.1, '7610': 9.96, '7596': 7.4, '6819': 22.6, '6151': 17.5, '5848': 12.3, '5045': 9.2, '4666': 18.0, '4035': 6.1, '2028': 14.8, '1466': 22.1}",125.76,7,"['7610', '4035', '6151', '6819', '5045', '1466', '5848', '4666', 'NO']","[9.96, 6.1, 17.5, 22.6, 9.2, 22.1, 12.3, 18.0, 8.0]",1
7,,1,"['CIN', '947', '7588', '7062', '6797', '6794', '6783', '6768', '5916', '5185', '5000', '4089', '4037', '2320']","{'CIN': 3.0, '947': 10.1, '7588': 13.3, '7062': 8.0, '6797': 23.26, '6794': 34.9, '6783': 18.2, '6768': 13.8, '5916': 9.8, '5185': 0.0, '5000': 8.5, '4089': 12.9, '4037': 5.0, '2320': 5.2}",132.16,8,"['6797', '7588', '5000', '6794', '6783', '4089', '947', '7062', 'CIN']","[23.26, 13.3, 8.5, 34.9, 18.2, 12.9, 10.1, 8.0, 3.0]",1
8,,3,"['LAC', '96', '7569', '6955', '6886', '6820', '6126', '5859', '4227', '4217', '4034', '2749', '1992', '1426']","{'LAC': 16.0, '96': 3.7, '7569': 3.6, '6955': 19.4, '6886': 7.4, '6820': 20.9, '6126': 0.0, '5859': 20.5, '4227': 9.0, '4217': 0.0, '4034': 13.7, '2749': 3.7, '1992': 1.7, '1426': 0.0}",92.9,9,"['96', '4034', '6820', '5859', '1992', '6126', '6886', '4227', 'LAC']","[3.7, 13.7, 20.9, 20.5, 1.7, 0.0, 7.4, 9.0, 16.0]",1
9,,6,"['CLE', '8155', '8146', '8132', '7839', '7564', '6943', '6843', '6786', '5927', '5844', '4985', '421', '4017']","{'CLE': 7.0, '8155': 6.1, '8146': 7.2, '8132': 0.0, '7839': 6.0, '7564': 23.9, '6943': 16.8, '6843': 5.8, '6786': 3.9, '5927': 12.8, '5844': 5.8, '4985': 6.7, '421': 9.8, '4017': 0.0}",82.0,10,"['421', '8155', '4985', '7564', '6786', '5844', '5927', '7839', 'CLE']","[9.8, 6.1, 6.7, 23.9, 3.9, 5.8, 12.8, 6.0, 7.0]",1
10,,4,"['GB', '8137', '7611', '7594', '7567', '7527', '6803', '650', '5850', '5001', '4018', '3321', '2309', '167']","{'GB': 1.0, '8137': 0.8, '7611': 3.7, '7594': 0.3, '7567': 10.2, '7527': 8.52, '6803': 5.7, '650': 1.0, '5850': 7.8, '5001': 9.7, '4018': 18.0, '3321': 13.0, '2309': 3.2, '167': 11.38}",70.78,11,"['167', '4018', '5850', '3321', '2309', '5001', '6803', '650', 'GB']","[11.38, 18.0, 7.8, 13.0, 3.2, 9.7, 5.7, 1.0, 1.0]",1
11,,7,"['LAR', '7670', '7042', '6801', '6770', '5967', '4197', '4098', '4033', '4029', '3969', '2505', '2374', '2319']","{'LAR': 11.0, '7670': 2.4, '7042': 8.0, '6801': 3.7, '6770': 20.22, '5967': 3.2, '4197': 8.9, '4098': 21.0, '4033': 1.2, '4029': 12.3, '3969': 14.7, '2505': 9.9, '2374': 4.3, '2319': 1.4}",105.12,12,"['6770', '4029', '3969', '6801', '2374', '2505', '4098', '7042', 'LAR']","[20.22, 12.3, 14.7, 3.7, 4.3, 9.9, 21.0, 8.0, 11.0]",1
12,,4,"['SF', '8151', '8135', '7608', '6945', '6938', '6826', '5947', '5095', '4988', '4039', '3271', '1689', '1234']","{'SF': 5.0, '8151': 0.0, '8135': 7.0, '7608': 10.8, '6945': 16.5, '6938': 0.0, '6826': 0.0, '5947': 8.2, '5095': 9.0, '4988': 14.8, '4039': 25.3, '3271': 6.4, '1689': 5.1, '1234': 17.8}",93.5,13,"['1234', '4988', '6938', '4039', '1689', '6826', '6945', '5095', 'SF']","[17.8, 14.8, 0.0, 25.3, 5.1, 0.0, 16.5, 9.0, 5.0]",1
13,,2,"['IND', '956', '8148', '8142', '7571', '7561', '7547', '6813', '5995', '5987', '5038', '4993', '4984', '1479', '1352', '1348']","{'IND': 7.0, '956': -0.2, '8148': 0.0, '8142': 0.0, '7571': 12.9, '7561': 4.1, '7547': 16.4, '6813': 25.5, '5995': 2.1, '5987': 3.6, '5038': 0.0, '4993': 0.6, '4984': 33.48, '1479': 8.6, '1352': 1.8, '1348': 6.0}",114.58,14,"['4984', '6813', '7561', '1479', '7547', '4993', '7571', '1348', 'IND']","[33.48, 25.5, 4.1, 8.6, 16.4, 0.6, 12.9, 6.0, 7.0]",1
14,,1,"['BAL', '7606', '6083', '5872', '5849', '5022', '4951', '4950', '4663', '4137', '4082', '3664', '2197', '1387']","{'BAL': 7.0, '7606': 1.0, '6083': 7.0, '5872': 11.2, '5849': 26.88, '5022': 10.7, '4951': 0.0, '4950': 22.8, '4663': 13.9, '4137': 6.1, '4082': 19.4, '3664': 9.8, '2197': 7.4, '1387': 1.9}",112.98,1,"['5849', '4663', '4137', '5872', '2197', '5022', '4950', '6083', 'BAL']","[26.88, 13.9, 6.1, 11.2, 7.4, 10.7, 22.8, 7.0, 7.0]",2
15,,7,"['DEN', 'DAL', '8126', '8119', '7600', '7543', '6904', '5955', '5937', '5890', '5347', '4866', '4602', '391', '2449']","{'DEN': 9.0, 'DAL': 8.0, '8126': 0.0, '8119': 15.9, '7600': 10.2, '7543': 6.8, '6904': 33.02, '5955': 5.4, '5937': 10.7, '5890': 15.7, '5347': 5.7, '4866': 10.3, '4602': 2.1, '391': 10.0, '2449': 38.8}",134.22,2,"['6904', '4866', '7543', '2449', '5937', '7600', '5955', '391', 'DEN']","[33.02, 10.3, 6.8, 38.8, 10.7, 10.2, 5.4, 10.0, 9.0]",2
16,,5,"['NE', '8129', '8121', '7607', '7525', '7523', '6806', '6790', '6130', '5012', '4983', '4381', '4040', '3678', '2306']","{'NE': 7.0, '8129': 8.2, '8121': 3.7, '7607': 7.5, '7525': 11.5, '7523': 18.5, '6806': 0.0, '6790': 15.7, '6130': 3.1, '5012': 21.2, '4983': 11.8, '4381': 1.4, '4040': 2.5, '3678': 4.0, '2306': 9.64}",95.3,3,"['7523', '6790', '6130', '4983', '4040', '5012', '7525', '3678', 'NE']","[18.5, 15.7, 3.1, 11.8, 2.5, 21.2, 11.5, 4.0, 7.0]",2
17,,6,"['TB', '8112', '7553', '7090', '6828', '5110', '4199', '4149', '4068', '3225', '3161', '2431', '2133', '17']","{'TB': 29.0, '8112': 20.6, '7553': 2.9, '7090': 0.1, '6828': 7.2, '5110': 5.3, '4199': 30.5, '4149': 6.5, '4068': 21.3, '3225': 4.7, '3161': 27.78, '2431': 0.4, '2133': 8.2, '17': 1.0}",148.48,4,"['3161', '4199', '6828', '2133', '4068', '7553', '8112', '17', 'TB']","[27.78, 30.5, 7.2, 8.2, 21.3, 2.9, 20.6, 1.0, 29.0]",2
18,,4,"['BUF', '8205', '8154', '8139', '7526', '5906', '5846', '5086', '4046', '3214', '3198', '3164', '24', '1264']","{'BUF': 19.0, '8205': 0.6, '8154': 0.0, '8139': 0.2, '7526': 34.6, '5906': 6.1, '5846': 5.5, '5086': 2.3, '4046': 17.3, '3214': 0.0, '3198': 8.5, '3164': 5.4, '24': 3.8, '1264': 10.0}",108.7,5,"['4046', '3198', '3164', '7526', '5846', '5906', '5086', '1264', 'BUF']","[17.3, 8.5, 5.4, 34.6, 5.5, 6.1, 2.3, 10.0, 19.0]",2
19,,1,"['PIT', '8144', '7528', '5917', '5892', '4881', '3202', '3199', '2216', '1825', '1535', '1433', '1339', '1166']","{'PIT': 3.0, '8144': 7.5, '7528': 11.4, '5917': 6.0, '5892': 14.6, '4881': 41.62, '3202': 2.4, '3199': 15.5, '2216': 7.6, '1825': 4.5, '1535': 4.1, '1433': 12.0, '1339': 11.5, '1166': 10.84}",121.32,6,"['4881', '7528', '5892', '2216', '3199', '1339', '1535', '1433', 'PIT']","[41.62, 11.4, 14.6, 7.6, 15.5, 11.5, 4.1, 12.0, 3.0]",2
20,,2,"['NO', '956', '8168', '8167', '8136', '7610', '7596', '6819', '6151', '5848', '5045', '4666', '4035', '2028', '1466']","{'NO': 4.0, '956': 4.1, '8168': 0.0, '8167': 2.4, '8136': 0.1, '7610': 2.5, '7596': 5.0, '6819': 0.0, '6151': 10.1, '5848': 9.8, '5045': 16.2, '4666': 4.0, '4035': 0.0, '2028': 18.98, '1466': 7.6}",79.78,7,"['2028', '956', '6151', '7596', '5045', '1466', '5848', '4666', 'NO']","[18.98, 4.1, 10.1, 5.0, 16.2, 7.6, 9.8, 4.0, 4.0]",2
21,,2,"['CIN', '947', '7588', '6824', '6797', '6794', '6783', '6768', '5916', '5185', '5000', '49', '4089', '4037', '2320']","{'CIN': 5.0, '947': 0.0, '7588': 9.0, '6824': 0.0, '6797': 24.46, '6794': 7.8, '6783': 1.7, '6768': 40.86, '5916': 10.7, '5185': 8.3, '5000': 4.6, '49': 8.0, '4089': 10.1, '4037': 0.0, '2320': 5.8}",81.36,8,"['6797', '7588', '5000', '6794', '6783', '4089', '5916', '49', 'CIN']","[24.46, 9.0, 4.6, 7.8, 1.7, 10.1, 10.7, 8.0, 5.0]",2
22,,4,"['LAC', '96', '6955', '6886', '6820', '5859', '4973', '4227', '4217', '4195', '4034', '2749', '1992', '1426', '1373']","{'LAC': 1.0, '96': 15.36, '6955': 14.8, '6886': 4.6, '6820': 13.8, '5859': 9.4, '4973': 4.9, '4227': 0.0, '4217': 0.0, '4195': 5.0, '4034': 14.8, '2749': 9.4, '1992': 13.3, '1426': 0.0, '1373': 7.08}",92.36,9,"['96', '4034', '6820', '5859', '1992', '4973', '6955', '4195', 'LAC']","[15.36, 14.8, 13.8, 9.4, 13.3, 4.9, 14.8, 5.0, 1.0]",2
23,,7,"['CLE', '8155', '8146', '8132', '7839', '7564', '6943', '6843', '6786', '5927', '5844', '4985', '421', '4017']","{'CLE': 5.0, '8155': 12.5, '8146': 26.0, '8132': 3.0, '7839': 13.0, '7564': 8.3, '6943': 0.0, '6843': 0.0, '6786': 11.6, '5927': 10.2, '5844': 4.1, '4985': 1.5, '421': 20.88, '4017': 0.0}",87.08,10,"['421', '8155', '4985', '7564', '6786', '5844', '5927', '7839', 'CLE']","[20.88, 12.5, 1.5, 8.3, 11.6, 4.1, 10.2, 13.0, 5.0]",2
